score,class
0.013740947,0
0.110996835,0
0.044023454,0
0.006858973,0
0.021710802,0
0.012075858,0
0.007657091,0
0.0059531257,0
0.048038203,0
0.002560876,0
0.04173385,0
0.0059337975,0
0.06986542,0
0.014006994,0
0.0050446037,0
0.008396181,0
0.046852525,0
0.108156696,0
0.008275092,0
0.0060403976,0
0.014635838,0
0.07768819,0
0.03384809,0
0.012279617,0
0.09621643,0
0.005366654,0
0.0043848883,0
0.0122061325,0
0.007892432,0
0.065815225,0
0.0072788503,0
0.004935244,0
0.0031236054,0
0.0032385243,0
0.10807074,0
0.64689916,0
0.090124905,0
0.07688976,0
0.021700785,0
0.0030869022,0
0.006035652,0
0.8046603,0
0.0146112135,0
0.023423756,0
0.003352464,0
0.051472552,0
0.010526988,0
0.008635245,0
0.0139295915,0
0.0308182,0
0.053816695,0
0.049402718,0
0.0020804878,0
0.1919135,0
0.003508949,0
0.28667212,0
0.014935701,0
0.08726608,0
0.0066850865,0
0.021427793,0
0.0040619452,0
0.023183515,0
0.22662254,0
0.16196623,0
0.003529047,0
0.0055721714,0
0.004164826,0
0.014993337,0
0.101592064,0
0.017913047,0
0.1976812,0
0.031804696,0
0.002720022,0
0.058319464,0
0.01828571,0
0.05768092,0
0.011006153,0
0.0026267439,0
0.038868785,0
0.004286913,0
0.05906756,0
0.007251599,0
0.1425213,0
0.06422615,0
0.1327911,0
0.25477207,0
0.0071503776,0
0.020668713,0
0.0063064005,0
0.0029015548,0
0.021836894,0
0.18348579,0
0.1878619,0
0.009116068,0
0.004013322,0
0.012366016,0
0.007909403,0
0.005903569,0
0.009234519,0
0.061908007,0
0.0042301062,0
0.014228166,0
0.0045870664,0
0.060750447,0
0.008550639,0
0.0047264206,0
0.005758035,0
0.002642315,0
0.17951527,0
0.036493238,0
0.113966644,0
0.051370826,0
0.14185387,0
0.0114274435,0
0.053058892,0
0.07854114,0
0.014377643,0
0.014628178,0
0.008855371,0
0.0044472045,0
0.5014245,0
0.14893658,0
0.061908007,0
0.019200534,0
0.2891622,0
0.002484226,0
0.0048150965,0
0.1361936,0
0.054046832,0
0.007384235,0
0.005526545,0
0.007657091,0
0.016901776,0
0.054046832,0
0.005828871,0
0.0040918677,0
0.007427205,0
0.069470175,0
0.006975766,0
0.0046265125,0
0.029078493,0
0.0021917229,0
0.0038780258,0
0.019429551,0
0.04034234,0
0.015762525,0
0.006989281,0
0.005137124,0
0.0132655315,0
0.002200266,0
0.012919153,0
0.0036125316,0
0.04853633,0
0.033738136,0
0.01048358,0
0.007673882,0
0.014993337,0
0.0020678344,0
0.028118774,0
0.027015774,0
0.014864351,0
0.006700447,0
0.020089848,0
0.0026181603,0
0.0063101426,0
0.02702864,0
0.009942867,0
0.0032240702,0
0.07872134,0
0.022082355,0
0.04546074,0
0.0044434797,0
0.019207297,0
0.25693852,0
0.0111430995,0
0.003562981,0
0.02565001,0
0.0040804497,0
0.0033807107,0
0.0077314074,0
0.9424007,0
0.0044285594,0
0.047518812,0
0.028231435,0
0.011032316,0
0.03379955,0
0.065815225,0
0.012486316,0
0.0058231,0
0.015969474,0
0.009258656,0
0.07892087,0
0.011583979,0
0.0059809126,0
0.013249902,0
0.006646657,0
0.05290449,0
0.053664364,0
0.010872001,0
0.0030198612,0
0.028665734,0
0.062128823,0
0.010919419,0
0.024574947,0
0.0078130895,0
0.17061007,0
0.012791341,0
0.009560202,0
0.013024034,0
0.08843418,0
0.00478262,0
0.049878146,0
0.24829413,0
0.019999525,0
0.019072328,0
0.0069507696,0
0.0039748354,0
0.006271808,0
0.029831063,0
0.009436587,0
0.007936468,0
0.10689728,0
0.009205462,0
0.014695337,0
0.039606653,0
0.0023852857,0
0.10120684,0
0.0033816868,0
0.03088456,0
0.0053332574,0
0.021235423,0
0.020432761,0
0.09544405,0
0.048452225,0
0.004693889,0
0.01471784,0
0.014697863,0
0.00407185,0
0.017952861,0
0.008919879,0
0.29668802,0
0.011539834,0
0.021237945,0
0.04937304,0
0.045420285,0
0.0056847264,0
0.05185554,0
0.2766817,0
0.0532688,0
0.0065217637,0
0.013498331,0
0.009384314,0
0.06511216,0
0.0032921697,0
0.008778307,0
0.004002288,0
0.006561962,0
0.037734915,0
0.7234598,0
0.0060650245,0
0.009692549,0
0.011744785,0
0.0040914277,0
0.008855371,0
0.026753355,0
0.028620519,0
0.0035323033,0
0.0022213296,0
0.0025035054,0
0.0043757996,0
0.020089848,0
0.0035990968,0
0.0019742951,0
0.050535887,0
0.013082551,0
0.18348579,0
0.007243898,0
0.071532905,0
0.0821794,0
0.0021234946,0
0.035991874,0
0.014473676,0
0.0055713905,0
0.07865435,0
0.06091092,0
0.055212036,0
0.14913675,0
0.11637502,0
0.0103084035,0
0.003324752,0
0.003549234,0
0.14913675,0
0.046777725,0
0.017567152,0
0.006561602,0
0.06516926,0
0.0146112135,0
0.055188697,0
0.48999143,0
0.16256845,0
0.1615911,0
0.013754728,0
0.0032525433,0
0.011026034,0
0.011565756,0
0.010068614,0
0.0063782716,0
0.035783764,0
0.010038452,0
0.00849769,0
0.0042407736,0
0.031051517,0
0.05768092,0
0.058413014,0
0.023455264,0
0.019217407,0
0.010015856,0
0.043358356,0
0.0061331037,0
0.006828743,0
0.003737528,0
0.015550368,0
0.12768006,0
0.011020972,0
0.10604947,0
0.0034579667,0
0.009589781,0
0.0035104624,0
0.030211337,0
0.008166142,0
0.09570104,0
0.0056834007,0
0.003078447,0
0.0063421703,0
0.0034353524,0
0.013938424,0
0.010023429,0
0.013101705,0
0.0049698674,0
0.00973235,0
0.003613043,0
0.022312634,0
0.0056834007,0
0.31492513,0
0.018200485,0
0.016656172,0
0.012919153,0
0.0057470505,0
0.06607988,0
0.0057009878,0
0.019694932,0
0.058475398,0
0.0033128057,0
0.2178858,0
0.011072628,0
0.0041918103,0
0.010767399,0
0.06677524,0
0.07325994,0
0.013852229,0
0.06443437,0
0.026206218,0
0.13062264,0
0.026500039,0
0.2795971,0
0.0026294978,0
0.06945902,0
0.0032525433,0
0.08843418,0
0.007427205,0
0.008637219,0
0.0027783706,0
0.017077567,0
0.0031859826,0
0.035783764,0
0.0032011783,0
0.014877978,0
0.015216836,0
0.0057846108,0
0.014352923,0
0.01752954,0
0.0046535754,0
0.05906756,0
0.003020719,0
0.008896694,0
0.10194552,0
0.08024639,0
0.10093648,0
0.0031354367,0
0.012841386,0
0.0076469886,0
0.017730538,0
0.11530314,0
0.0026409908,0
0.033449195,0
0.10509972,0
0.006781684,0
0.060966626,0
0.007292381,0
0.0045630983,0
0.004935244,0
0.1835789,0
0.027015774,0
0.0029801414,0
0.39356002,0
0.002495869,0
0.24393167,0
0.31492513,0
0.0076670013,0
0.10521348,0
0.029168796,0
0.044190146,0
0.6840412,0
0.008994378,0
0.4469377,0
0.11004901,0
0.011032316,0
0.23586856,0
0.022011684,0
0.0032622768,0
0.012447833,0
0.010093447,0
0.008247688,0
0.0020381163,0
0.0027885705,0
0.00492248,0
0.07366516,0
0.0029887396,0
0.0080640325,0
0.017776288,0
0.0041541103,0
0.033236776,0
0.009436587,0
0.011889168,0
0.049402718,0
0.012698071,0
0.41085315,0
0.09746845,0
0.29795867,0
0.07633444,0
0.0038429184,0
0.017567152,0
0.019872438,0
0.00856638,0
0.03558162,0
0.042255025,0
0.0045679603,0
0.0064781858,0
0.086063325,0
0.011250299,0
0.012274181,0
0.005415993,0
0.010064204,0
0.016698785,0
0.014453713,0
0.008962689,0
0.8917354,0
0.016900131,0
0.013178958,0
0.06433576,0
0.039099965,0
0.0033713153,0
0.004049177,0
0.5145171,0
0.04629123,0
0.033647675,0
0.55768675,0
0.006091794,0
0.0037909185,0
0.2749214,0
0.017470188,0
0.02128495,0
0.0044701817,0
0.052711535,0
0.0021155817,0
0.45960835,0
0.037766427,0
0.009432365,0
0.123341985,0
0.006614655,0
0.009244116,0
0.0046753134,0
0.008778307,0
0.0030022978,0
0.1990714,0
0.0027621503,0
0.03687875,0
0.013992611,0
0.008878701,0
0.004919733,0
0.005031049,0
0.0532688,0
0.048093446,0
0.21837881,0
0.06585887,0
0.061145738,0
0.05185554,0
0.05569536,0
0.0050751753,0
0.007916351,0
0.08048143,0
0.0081859445,0
0.00834257,0
0.046175897,0
0.0066601154,0
0.017376075,0
0.004522236,0
0.023885522,0
0.059398957,0
0.012588488,0
0.06726048,0
0.17029488,0
0.05059,0
0.009432365,0
0.0038641933,0
0.2859407,0
0.012235137,0
0.016354624,0
0.01648595,0
0.019429551,0
0.08637931,0
0.028853603,0
0.005613789,0
0.018604556,0
0.01833597,0
0.0042843544,0
0.00963282,0
0.0023164658,0
0.0019458836,0
0.0052657383,0
0.008472504,0
0.02189156,0
0.017776288,0
0.019486835,0
0.0028516708,0
0.16904628,0
0.0064832764,0
0.05715311,0
0.008293942,0
0.0035787018,0
0.39181858,0
0.0029449072,0
0.008887584,0
0.030783676,0
0.23587577,0
0.07819456,0
0.024853885,0
0.013932512,0
0.0077991523,0
0.003332295,0
0.098176025,0
0.016968763,0
0.0044010677,0
0.010899046,0
0.0024467513,0
0.0131919645,0
0.0038986693,0
0.11897271,0
0.28667212,0
0.002906912,0
0.071923584,0
0.01722409,0
0.82542676,0
0.0041314135,0
0.0050662463,0
0.0057421047,0
0.036799807,0
0.0036614381,0
0.004635478,0
0.1425213,0
0.8106161,0
0.0034502733,0
0.00947497,0
0.009232268,0
0.0037459643,0
0.014946894,0
0.0068485583,0
0.007919003,0
0.01374465,0
0.002524529,0
0.004896673,0
0.04853633,0
0.094147,0
0.0066740084,0
0.0078130895,0
0.0029751172,0
0.006322431,0
0.049878146,0
0.0055294097,0
0.052770965,0
0.0076373257,0
0.020383462,0
0.032064002,0
0.004704574,0
0.07396135,0
0.005614142,0
0.00478262,0
0.007983614,0
0.046878222,0
0.43582165,0
0.016698785,0
0.007004337,0
0.37528896,0
0.014554816,0
0.0070387367,0
0.0051800585,0
0.0044369576,0
0.0027354083,0
0.1110705,0
0.0050446037,0
0.07463318,0
0.0055450867,0
0.064499155,0
0.21403016,0
0.034594662,0
0.00397863,0
0.07417392,0
0.008490891,0
0.020120157,0
0.020668713,0
0.31105322,0
0.24541523,0
0.013754728,0
0.019205088,0
0.25146142,0
0.0039717695,0
0.008139284,0
0.103740476,0
0.054726865,0
0.0068266443,0
0.01724672,0
0.008440864,0
0.4469377,0
0.0057653505,0
0.037433024,0
0.4311212,0
0.100213744,0
0.036039934,0
0.004295616,0
0.008183232,0
0.70332414,0
0.006478703,0
0.018626153,0
0.013395993,0
0.021709137,0
0.006463138,0
0.12216077,0
0.16809246,0
0.002591212,0
0.044023454,0
0.042255025,0
0.08726608,0
0.0037709384,0
0.023109773,0
0.07315584,0
0.024859598,0
0.36485764,0
0.06548618,0
0.0042641256,0
0.64813983,0
0.0021189498,0
0.0038101263,0
0.009589781,0
0.003324752,0
0.04629123,0
0.007288305,0
0.032064002,0
0.015052937,0
0.007525759,0
0.0042432346,0
0.02108411,0
0.0050347596,0
0.011028742,0
0.0048231515,0
0.0027783706,0
0.007345909,0
0.06409285,0
0.009397284,0
0.00209817,0
0.33545005,0
0.103740476,0
0.43288723,0
0.019025568,0
0.75207806,0
0.021836894,0
0.10604947,0
0.008910012,0
0.017336547,0
0.0094356155,0
0.036653966,0
0.12243087,0
0.08382369,0
0.8917354,0
0.10158703,0
0.02332223,0
0.04684338,0
0.033513222,0
0.019437559,0
0.14550184,0
0.13127054,0
0.027495177,0
0.011873633,0
0.15130448,0
0.024542239,0
0.050535887,0
0.020302946,0
0.009338864,0
0.0052201846,0
0.029168796,0
0.0056547807,0
0.048934214,0
0.015921507,0
0.2649862,0
0.1536636,0
0.017913047,0
0.004522236,0
0.0034801639,0
