score,class
0.2135746330022812,0
0.3601668775081634,0
0.0115963956341147,0
0.0401358753442764,0
0.0233018081635236,0
0.0303419865667819,0
0.0153402360156178,0
0.0260391347110271,0
0.0622787401080131,0
0.5004273056983948,0
0.006289510987699,0
0.0162443742156028,0
0.0405777320265769,0
0.0177399720996618,0
0.0044497665949165,0
0.0056165750138461,0
0.0038902738597244,0
0.0874654874205589,0
0.0059481975622475,0
0.0045989225618541,0
0.0043885326012969,0
0.0453986823558807,0
0.0269773565232753,0
0.3783432245254516,0
0.1039039269089698,0
0.5130016803741455,0
0.0417540073394775,0
0.2136364430189132,0
0.0201429091393947,0
0.0054184771142899,0
0.4233287572860718,0
0.0433031171560287,0
0.1565304547548294,0
0.006721572484821,0
0.0041442234069108,0
0.0619552880525589,0
0.0519993528723716,0
0.0439821071922779,0
0.1336621344089508,0
0.0726734548807144,0
0.1473358422517776,0
0.5559608936309814,0
0.3624750971794128,0
0.1918550729751587,0
0.0226263795047998,0
0.8096233606338501,0
0.011485761962831,0
0.0599602311849594,0
0.0382034815847873,0
0.0696187987923622,0
0.0320550575852394,0
0.0063253082334995,0
0.1858206391334533,0
0.2290799766778946,0
0.1461217552423477,0
0.7040145397186279,0
0.0068472274579107,0
0.0095181902870535,0
0.0339421406388282,0
0.2972433269023895,0
0.7064698934555054,0
0.0045269941911101,0
0.04003282263875,0
0.0030793254263699,0
0.0221064239740371,0
0.2406834959983825,0
0.0424889512360096,0
0.2184941619634628,0
0.7863191366195679,0
0.1506942212581634,0
0.0565675571560859,0
0.1893417835235595,0
0.0470158085227012,0
0.0464427806437015,0
0.0093647288158535,0
0.0061006667092442,0
0.0109244808554649,0
0.0084462724626064,0
0.3050592243671417,0
0.7692127227783203,0
0.0338078588247299,0
0.2627376616001129,0
0.0217010229825973,0
0.5881859660148621,0
0.0193304903805255,0
0.1990308910608291,0
0.1714235842227935,0
0.0129429250955581,0
0.0191067717969417,0
0.0373106263577938,0
0.1119052916765213,0
0.4910207390785217,0
0.0046561174094676,0
0.0283486470580101,0
0.053910031914711,0
0.0051957871764898,0
0.1520561128854751,0
0.3626052737236023,0
0.1717919409275055,0
0.4416415095329284,0
0.007102670148015,0
0.4237190186977386,0
0.0237768739461898,0
0.0105950040742754,0
0.0559466183185577,0
0.2857814431190491,0
0.6685462594032288,0
0.0129745276644825,0
0.005130311474204,0
0.6035237908363342,0
0.0108917271718382,0
0.0195150952786207,0
0.5964243412017822,0
0.9606769680976868,0
0.5459762811660767,0
0.0186497531831264,0
0.0247544627636671,0
0.0020025232806801,0
0.0682717114686966,0
0.0083778426051139,0
0.0077041275799274,0
0.008566259406507,0
0.7574633359909058,0
0.6817342638969421,0
0.1346723437309265,0
0.0080649303272366,0
0.5890184640884399,0
0.0389516949653625,0
0.0032573014032095,0
0.199172556400299,0
0.2104361802339553,0
0.1349484473466873,0
0.6679252982139587,0
0.033524353057146,0
0.0132170058786869,0
0.0043527884408831,0
0.3849952816963196,0
0.0680308043956756,0
0.0124310934916138,0
0.018395509570837,0
0.7557917237281799,0
0.3856109380722046,0
0.1335954368114471,0
0.1364336907863617,0
0.8926826119422913,0
0.0199604723602533,0
0.6145437955856323,0
0.0336008854210376,0
0.0111043313518166,0
0.0212379693984985,0
0.448289543390274,0
0.0660162270069122,0
0.0594389624893665,0
0.0403590500354766,0
0.0208778791129589,0
0.0448538213968277,0
0.0072846412658691,0
0.0775589719414711,0
0.1312770992517471,0
0.3186665177345276,0
0.3755362033843994,0
0.1265933215618133,0
0.1540378779172897,0
0.0039901165291666,0
0.247296467423439,0
0.0058414344675838,0
0.049608688801527,0
0.0137366401031613,0
0.710940420627594,0
0.0231756959110498,0
0.0064509697258472,0
0.0593589320778846,0
0.7647700309753418,0
0.3541165590286255,0
0.5956123471260071,0
0.019096739590168,0
0.0123370932415127,0
0.081245370209217,0
0.0305190533399581,0
0.0803268626332283,0
0.1571494936943054,0
0.0045886780135333,0
0.0077886553481221,0
0.1308341026306152,0
0.1888432204723358,0
0.0154371801763772,0
0.199657991528511,0
0.0611701682209968,0
0.0075702578760683,0
0.0767002701759338,0
0.0125967729836702,0
0.0269027762115001,0
0.0548311509191989,0
0.6279134154319763,0
0.0095552438870072,0
0.0438106954097747,0
0.0157320033758878,0
0.5038105845451355,0
0.0447448529303073,0
0.0109605612233281,0
0.6977360844612122,0
0.5579110383987427,0
0.0683564320206642,0
0.0352383330464363,0
0.0046658869832754,0
0.0393502116203308,0
0.0397514104843139,0
0.0517138913273811,0
0.0096679963171482,0
0.1920276582241058,0
0.1306012868881225,0
0.003123587463051,0
0.0038359316531568,0
0.0075004543177783,0
0.0025266567245125,0
0.1054468974471092,0
0.2871353924274444,0
0.0306245125830173,0
0.0487583614885807,0
0.0736375749111175,0
0.0075291963294148,0
0.0665531456470489,0
0.1581408530473709,0
0.4579582810401916,0
0.0612130612134933,0
0.0774342268705368,0
0.009527500718832,0
0.00739970151335,0
0.0707643777132034,0
0.1965245306491851,0
0.7257394790649414,0
0.0342685133218765,0
0.9746058583259584,0
0.0051669529639184,0
0.0461302772164344,0
0.7954596281051636,0
0.2639966011047363,0
0.1551590859889984,0
0.6929675936698914,0
0.019689267501235,0
0.0071348762139678,0
0.0106036495417356,0
0.0362865850329399,0
0.1579450666904449,0
0.0122229699045419,0
0.0049655470065772,0
0.0623826161026954,0
0.0351023562252521,0
0.010000392794609,0
0.0027017397806048,0
0.0079431626945734,0
0.0239974819123744,0
0.0427884608507156,0
0.4401404857635498,0
0.414968878030777,0
0.0259682666510343,0
0.0115919522941112,0
0.0120515506714582,0
0.6731340885162354,0
0.1879228502511978,0
0.1039786860346794,0
0.0068664057180285,0
0.932461678981781,0
0.0119726043194532,0
0.0316320993006229,0
0.8455342054367065,0
0.0685578063130378,0
0.6033972501754761,0
0.8646321296691895,0
0.4946163296699524,0
0.4579982459545135,0
0.0110297426581382,0
0.0037554604932665,0
0.0856549888849258,0
0.0462132804095745,0
0.0777678042650222,0
0.0888616144657135,0
0.9284725189208984,0
0.0966477021574974,0
0.1302579045295715,0
0.0512170381844043,0
0.0110078044235706,0
0.0337466970086097,0
0.1922741532325744,0
0.0036904383450746,0
0.0187772940844297,0
0.040626872330904,0
0.0363898947834968,0
0.0156594980508089,0
0.1142241135239601,0
0.0311195366084575,0
0.0144160017371177,0
0.0990315675735473,0
0.1511201858520507,0
0.2271772474050521,0
0.0829481407999992,0
0.0169416088610887,0
0.1319565325975418,0
0.5642133951187134,0
0.5257383584976196,0
0.0284903775900602,0
0.0240947771817445,0
0.0024386406876146,0
0.4066930115222931,0
0.0528895556926727,0
0.0136726824566721,0
0.0213283598423004,0
0.8275130391120911,0
0.9823358654975892,0
0.8978804349899292,0
0.1501451730728149,0
0.0092788767069578,0
0.0085720978677272,0
0.0167126655578613,0
0.2542106807231903,0
0.892215371131897,0
0.0094554275274276,0
0.0367440208792686,0
0.0029440897051244,0
0.0930134728550911,0
0.0759731531143188,0
0.013803175650537,0
0.0082510933279991,0
0.6833357810974121,0
0.0669883340597152,0
0.0120142567902803,0
0.0507788360118866,0
0.0192692168056964,0
0.015433712862432,0
0.0181177090853452,0
0.6469811797142029,0
0.0110974814742803,0
0.5425453186035156,0
0.3491045236587524,0
0.0167349874973297,0
0.042375735938549,0
0.0229210779070854,0
0.0578857585787773,0
0.0342685133218765,0
0.0720391869544982,0
0.3512457609176636,0
0.1862266808748245,0
0.0216579437255859,0
0.0250938106328248,0
0.3395965993404388,0
0.0291639529168605,0
0.1294765472412109,0
0.0125298416242003,0
0.0096741747111082,0
0.2036098539829254,0
0.0110111804679036,0
0.0063458597287535,0
0.0775591135025024,0
0.1114767417311668,0
0.7974140048027039,0
0.0494360439479351,0
0.4746391475200653,0
0.0677515789866447,0
0.0867243334650993,0
0.0087443785741925,0
0.0190207250416278,0
0.2136513441801071,0
0.021916564553976,0
0.1209772154688835,0
0.0083428341895341,0
0.0037257862277328,0
0.1098367348313331,0
0.0349615290760993,0
0.0056929811835289,0
0.2383658736944198,0
0.0065929391421377,0
0.2984823286533355,0
0.2423005402088165,0
0.0540296658873558,0
0.1484827846288681,0
0.0124627826735377,0
0.0355731211602687,0
0.0099961990490555,0
0.0215797424316406,0
0.1539653837680816,0
0.0079119307920336,0
0.5276200771331787,0
0.0274020917713642,0
0.8962666988372803,0
0.0072232503443956,0
0.6155534386634827,0
0.0310924351215362,0
0.0227308701723814,0
0.0669658184051513,0
0.8086820244789124,0
0.0018604390788823,0
0.0046985372900962,0
0.1627432703971862,0
0.1302914172410965,0
0.0074723912402987,0
0.0185768138617277,0
0.0283559598028659,0
0.0406760051846504,0
0.5448598861694336,0
0.0673201084136962,0
0.0644608959555625,0
0.0427085869014263,0
0.0039474298246204,0
0.012655952014029,0
0.0194776766002178,0
0.0994698256254196,0
0.0203663352876901,0
0.017435535788536,0
0.0579163581132888,0
0.5855855345726013,0
0.0489654317498207,0
0.0197062697261571,0
0.1107139438390731,0
0.0097920568659901,0
0.005683533847332,0
0.0295122526586055,0
0.0252379365265369,0
0.8014280200004578,0
0.0030824444256722,0
0.0509972907602787,0
0.0769359916448593,0
0.5735494494438171,0
0.0132867256179451,0
0.1132031083106994,0
0.1849460452795028,0
0.0761522278189659,0
0.0088064111769199,0
0.0025529109407216,0
0.0187186039984226,0
0.0050326101481914,0
0.0319740734994411,0
0.0223615635186433,0
0.0037654542829841,0
0.1175974681973457,0
0.0068540158681571,0
0.0744808688759803,0
0.2436349540948867,0
0.2936661839485168,0
0.2864013016223907,0
0.0241924207657575,0
0.0088161351159214,0
0.019727548584342,0
0.0111159710213541,0
0.0351007357239723,0
0.0076222526840865,0
0.0095521099865436,0
0.0046324511058628,0
0.114569291472435,0
0.9515919089317322,0
0.0160774867981672,0
0.1047853827476501,0
0.3924155831336975,0
0.1862143129110336,0
0.021514356136322,0
0.3538714349269867,0
0.0576931834220886,0
0.1539938151836395,0
0.004278277978301,0
0.0493364781141281,0
0.0045759161002933,0
0.0101168509572744,0
0.0026737556327134,0
0.1253223866224289,0
0.0056048152036964,0
0.0164018515497446,0
0.1330389976501464,0
0.1670156121253967,0
0.0160585846751928,0
0.0545537583529949,0
0.7952696084976196,0
0.1642076224088668,0
0.8509891033172607,0
0.1808617264032364,0
0.0089992871508002,0
0.0273515433073043,0
0.0329472981393337,0
0.053181242197752,0
0.044376440346241,0
0.0055269561707973,0
0.0333286486566066,0
0.1612639129161834,0
0.0310924351215362,0
0.0393819212913513,0
0.1489272564649582,0
0.07952930778265,0
0.0046501089818775,0
0.2404549717903137,0
0.0122666712850332,0
0.0352042242884635,0
0.0361099988222122,0
0.0023272186517715,0
0.9726574420928956,0
0.004498082678765,0
0.0217257961630821,0
0.0192731209099292,0
0.0077688773162662,0
0.6158406138420105,0
0.0369367189705371,0
0.0431125611066818,0
0.0048688459210097,0
0.0420544147491455,0
0.394661009311676,0
0.0852849632501602,0
0.0050792437978088,0
0.0113897351548075,0
0.0516124628484249,0
0.5801674723625183,0
0.2634699046611786,0
0.0601287893950939,0
0.0097607914358377,0
0.0137136690318584,0
0.0097246458753943,0
0.0074027935042977,0
0.0062161027453839,0
0.6720467805862427,0
0.0164770688861608,0
0.0034454523120075,0
0.188649907708168,0
0.0176440645009279,0
0.005095908883959,0
0.0178571287542581,0
0.6336990594863892,0
0.0391443222761154,0
0.1909931153059005,0
0.3001226782798767,0
0.1217048466205596,0
0.012402344495058,0
0.0806066319346427,0
0.00606853608042,0
0.0181138031184673,0
0.0797670632600784,0
0.135448083281517,0
0.0273846536874771,0
0.0408043041825294,0
0.0676722452044487,0
0.0334451124072074,0
0.0074074827134609,0
0.5896062850952148,0
0.066326305270195,0
0.015455943532288,0
0.0131025053560733,0
0.9136775732040404,0
0.1248939484357833,0
0.0071055209264159,0
0.1416177600622177,0
0.0654862448573112,0
0.9275398254394532,0
0.0866347327828407,0
0.0115916663780808,0
0.0239251386374235,0
0.945048213005066,0
0.0288311708718538,0
0.1593931466341018,0
0.015482279472053,0
0.0022931699641048,0
0.0081007033586502,0
0.2247518897056579,0
0.0053332573734223,0
0.0623280443251132,0
0.8557692766189575,0
0.0239825919270515,0
0.0115472646430134,0
0.013985720463097,0
0.0556197650730609,0
0.0197541713714599,0
0.0107072163373231,0
0.4994703233242035,0
0.0084553025662899,0
0.0076147317886352,0
0.0030238223262131,0
0.4113999903202057,0
0.4168758690357208,0
0.2735049426555633,0
0.1516108214855194,0
0.1221361309289932,0
0.6357920169830322,0
0.2439367771148681,0
0.0045251748524606,0
0.0484172441065311,0
0.0173114333301782,0
0.8127860426902771,0
0.057017046958208,0
0.983635425567627,0
0.0604449771344661,0
0.1320161521434784,0
0.4233272075653076,0
0.1607420593500137,0
0.5777111053466797,0
0.7818001508712769,0
0.0357464887201786,0
0.0045972294174134,0
0.0678072348237037,0
0.0774215161800384,0
0.2203973531723022,0
0.0576399974524974,0
0.009524849243462,0
0.325244128704071,0
0.0670063570141792,0
0.3328732550144195,0
0.0654696673154831,0
0.2447029650211334,0
0.3232850432395935,0
0.2962703108787536,0
0.0050611477345228,0
0.0918652638792991,0
0.0993318259716034,0
0.2622841894626617,0
0.0996217206120491,0
0.4265061318874359,0
0.0023572717327624,0
0.063373826444149,0
0.025152439251542,0
0.0344315208494663,0
0.0041173296049237,0
0.0424367189407348,0
0.0506397895514965,0
0.1921467185020446,0
0.6022968292236328,0
0.007524131797254,0
0.0322293452918529,0
0.0084447441622614,0
0.005725834518671,0
0.0585217215120792,0
0.0066985036246478,0
0.0050328928045928,0
0.0976509526371955,0
0.8673850893974304,0
0.0575924031436443,0
0.004533072002232,0
0.0560421235859394,0
0.3599581122398376,0
0.1101320162415504,0
0.0081348493695259,0
0.0033553696703165,0
0.610039234161377,0
0.0106613170355558,0
0.0942110195755958,0
0.0044913026504218,0
0.0065939747728407,0
0.0391372889280319,0
0.0728784650564193,0
0.5398169755935669,0
0.1379535943269729,0
0.0119432965293526,0
0.0403392203152179,0
0.0306824445724487,0
0.0530992411077022,0
0.2786318957805633,0
0.1310482025146484,0
0.0274351984262466,0
0.0146741196513175,0
0.0771126821637153,0
0.0091757355257868,0
0.4268428981304168,0
0.5057896971702576,0
0.0419779941439628,0
0.0591972656548023,0
0.0064009898342192,0
0.0032134503126144,0
0.0282536335289478,0
0.0762949213385582,0
0.8889629244804382,0
0.7088429927825928,0
0.0852154418826103,0
0.0085908407345414,0
0.0413366369903087,0
0.1513473689556121,0
0.5318255424499512,0
0.0219743177294731,0
0.0036015165969729,0
0.0314011499285697,0
0.0541813373565673,0
0.0355808585882186,0
0.1014953702688217,0
0.012549415230751,0
0.3222576379776001,0
0.5625038146972656,0
0.0840156748890876,0
0.0285029411315917,0
0.006565136834979,0
0.1706353276968002,0
0.0341419205069541,0
0.0626560524106025,0
0.8594735264778137,0
0.03382009267807,0
0.0152420969679951,0
0.1516064554452896,0
0.1733510941267013,0
0.21762615442276,0
0.0091380095109343,0
0.0223964154720306,0
0.9789974093437196,0
0.6387196183204651,0
0.0573806762695312,0
0.0343302972614765,0
0.2594318091869354,0
0.0155214769765734,0
0.0045511489734053,0
0.0169911067932844,0
0.0067056673578917,0
0.0052930228412151,0
0.2732753157615661,0
0.3842434287071228,0
0.0086347861215472,0
0.068048320710659,0
0.0898639559745788,0
0.0138106923550367,0
0.6936690211296082,0
0.0023219790309667,0
0.0782187953591346,0
0.9790657758712769,0
0.3935767114162445,0
0.1847156435251236,0
0.345988929271698,0
0.0175334829837083,0
0.0504349507391452,0
0.1548919677734375,0
0.188496395945549,0
0.0255771502852439,0
0.0207645334303379,0
0.0838185846805572,0
0.0101057412102818,0
0.051010388880968,0
0.0314291603863239,0
0.0371142067015171,0
0.0037087078671902,0
0.2334329336881637,0
0.0323082916438579,0
0.0036921666469424,0
0.0421970002353191,0
0.0082715926691889,0
0.0067661297507584,0
0.2482347637414932,0
0.0527057088911533,0
0.300396591424942,0
0.3245120048522949,0
0.1826684325933456,0
0.0027811983600258,0
0.1470707058906555,0
0.0037133274599909,0
0.8065409064292908,0
0.3855474591255188,0
0.0393770970404148,0
0.004324500914663,0
0.2545903027057647,0
0.9075262546539308,0
0.0053391521796584,0
0.8873047828674316,0
0.0132486261427402,0
0.0460130758583545,0
0.5093551278114319,0
0.0070929825305938,0
0.0272511541843414,0
0.051445547491312,0
0.0237279087305068,0
0.0112350806593894,0
0.0087302317842841,0
0.0792922973632812,0
0.1173191666603088,0
0.0850291699171066,0
0.0046503548510372,0
0.0102121885865926,0
0.0930505618453025,0
0.0158647894859313,0
0.0320640616118907,0
0.2186903357505798,0
0.0084428777918219,0
0.0261687021702528,0
0.0461560934782028,0
0.0084635121747851,0
0.1130640655755996,0
0.048670258373022,0
0.508284866809845,0
0.0035011237487196,0
0.0111578609794378,0
